Word,Log Rank,Log Frequency
so,1.99563519459755,2.060697840353612
made,2.0,2.0530784434834195
it was,2.0043213737826426,2.0492180226701815
then,2.0086001717619175,2.0492180226701815
could,2.012837224705172,2.0453229787866576
noel,2.0170333392987803,2.041392685158225
and the,2.0211892990699383,2.037426497940624
what,2.0253058652647704,2.037426497940624
if,2.0293837776852097,2.03342375548695
star,2.03342375548695,2.03342375548695
last night,2.037426497940624,2.0293837776852097
no,2.041392685158225,2.0293837776852097
life,2.0453229787866576,2.0253058652647704
now,2.0492180226701815,2.0253058652647704
where,2.0530784434834195,2.0253058652647704
because,2.0569048513364727,2.012837224705172
like,2.060697840353612,2.0086001717619175
people,2.0644579892269186,2.0086001717619175
by the,2.0681858617461617,2.0043213737826426
only,2.0718820073061255,2.0
that the,2.0755469613925306,2.0
the bbc,2.0791812460476247,2.0
than,2.0827853703164503,1.9912260756924949
will be,2.0863598306747484,1.9867717342662448
film,2.089905111439398,1.9822712330395684
million,2.093421685162235,1.9822712330395684
house,2.0969100130080562,1.9777236052888478
one of,2.100370545117563,1.9731278535996986
he said,2.103803720955957,1.9637878273455553
it s,2.1072099696478683,1.9637878273455553
murder,2.110589710299249,1.9637878273455553
over,2.113943352306837,1.9637878273455553
family,2.1172712956557644,1.9590413923210936
for a,2.12057393120585,1.9590413923210936
he had,2.123851640967086,1.9590413923210936
the court,2.1271047983648077,1.9590413923210936
mother,2.130333768495006,1.954242509439325
year old,2.1335389083702174,1.9493900066449128
has been,2.1367205671564067,1.9444826721501687
health,2.1398790864012365,1.9444826721501687
with a,2.143014800254095,1.9444826721501687
its,2.146128035678238,1.9344984512435677
show,2.1492191126553797,1.9344984512435677
very,2.1522883443830563,1.9344984512435677
as a,2.155336037465062,1.9294189257142926
from the,2.1583624920952498,1.9294189257142926
hobbs,2.161368002234975,1.9294189257142926
wife,2.164352855784437,1.9294189257142926
long,2.167317334748176,1.9242792860618816
said the,2.1702617153949575,1.9242792860618816
band,2.173186268412274,1.9138138523837167
she was,2.1760912590556813,1.9138138523837167
baby,2.1789769472931693,1.9084850188786497
it is,2.1818435879447726,1.9084850188786497
paul,2.184691430817599,1.9084850188786497
was a,2.187520720836463,1.9084850188786497
should,2.1903316981702914,1.9030899869919435
can,2.1931245983544616,1.8976270912904414
four,2.1958996524092336,1.8976270912904414
me,2.1986570869544226,1.8976270912904414
down,2.2013971243204513,1.8920946026904804
added,2.2041199826559246,1.8864907251724818
do,2.2068258760318495,1.8808135922807914
get,2.2095150145426308,1.8808135922807914
m,2.2121876044039577,1.8808135922807914
that he,2.214843848047698,1.8808135922807914
to a,2.2174839442139063,1.8808135922807914
did,2.220108088040055,1.8750612633917
after the,2.2227164711475833,1.8692317197309762
miss,2.225309281725863,1.8692317197309762
of his,2.2278867046136734,1.8692317197309762
off,2.230448921378274,1.8692317197309762
while,2.2329961103921536,1.8573324964312685
judge,2.2355284469075487,1.8512583487190752
six,2.2380461031287955,1.8512583487190752
have been,2.2405492482826,1.845098040014257
man,2.2430380486862944,1.845098040014257
girl,2.24551266781415,1.8388490907372552
most,2.247973266361807,1.8388490907372552
nursing care,2.250420002308894,1.8388490907372552
jury,2.2528530309798933,1.8325089127062364
she said,2.255272505103306,1.8325089127062364
going,2.2576785748691846,1.8260748027008264
heard,2.2600713879850747,1.8260748027008264
rock,2.2624510897304293,1.8260748027008264
since,2.2648178230095364,1.8260748027008264
manchester,2.2671717284030137,1.8195439355418688
next,2.2695129442179165,1.8195439355418688
ba,2.271841606536499,1.8129133566428555
nhs,2.27415784926368,1.8129133566428555
street,2.2764618041732443,1.8129133566428555
some,2.278753600952829,1.806179973983887
women,2.2810333672477277,1.806179973983887
ever,2.2833012287035497,1.7993405494535817
how,2.285557309007774,1.7993405494535817
killed,2.287801729930226,1.7993405494535817
later,2.290034611362518,1.7993405494535817
mrs,2.292256071356476,1.7993405494535817
day,2.294466226161593,1.792391689498254
free,2.296665190261531,1.792391689498254
go,2.298853076409707,1.792391689498254
he has,2.3010299956639813,1.792391689498254
and a,2.303196057420489,1.7853298350107671
cotterell,2.305351369446624,1.7853298350107671
crown,2.307496037913213,1.7853298350107671
more than,2.3096301674258988,1.7853298350107671
on a,2.311753861055754,1.7853298350107671
series,2.3138672203691533,1.7853298350107671
hospital,2.315970345456918,1.7781512503836436
sex,2.3180633349627615,1.7781512503836436
stars,2.3201462861110542,1.7781512503836436
way,2.322219294733919,1.7781512503836436
brian,2.3242824552976926,1.7708520116421442
british,2.326335860928751,1.7708520116421442
children,2.3283796034387376,1.7708520116421442
days,2.330413773349191,1.7708520116421442
oasis,2.3324384599156054,1.7708520116421442
when he,2.3344537511509307,1.7708520116421442
both,2.3364597338485296,1.7634279935629373
come,2.3384564936046046,1.7634279935629373
even,2.3404441148401185,1.7634279935629373
trial,2.342422680822206,1.7634279935629373
week,2.3443922736851106,1.7634279935629373
went,2.346352974450639,1.7634279935629373
case,2.3483048630481607,1.7558748556724915
hagland,2.3502480183341627,1.7558748556724915
peter,2.3521825181113627,1.7558748556724915
said it,2.3541084391474008,1.7558748556724915
to have,2.3560258571931225,1.7558748556724915
told the,2.357934847000454,1.7558748556724915
tv,2.359835482339888,1.7558748556724915
any,2.361727836017593,1.7481880270062005
left,2.3636119798921444,1.7481880270062005
men,2.3654879848909,1.7481880270062005
as the,2.367355921026019,1.7403626894942439
called,2.369215857410143,1.7403626894942439
child,2.3710678622717363,1.7403626894942439
died,2.3729120029701067,1.7403626894942439
part,2.374748346010104,1.7403626894942439
really,2.376576957056512,1.7403626894942439
said he,2.3783979009481375,1.7403626894942439
world,2.380211241711606,1.7403626894942439
birth,2.3820170425748683,1.7323937598229686
brown,2.383815365980431,1.7323937598229686
i m,2.385606273598312,1.7323937598229686
months,2.387389826338729,1.7323937598229686
such,2.3891660843645326,1.7323937598229686
too,2.3909351071033793,1.7323937598229686
crown court,2.392696953259666,1.724275869600789
gallagher,2.3944516808262164,1.724275869600789
she had,2.3961993470957363,1.724275869600789
still,2.3979400086720375,1.724275869600789
always,2.399673721481038,1.7160033436347992
away,2.401400540781544,1.7160033436347992
daughter,2.403120521175818,1.7160033436347992
martin,2.404833716619938,1.7160033436347992
meg,2.406540180433955,1.7160033436347992
ms,2.4082399653118496,1.7160033436347992
us,2.4099331233312946,1.7160033436347992
and his,2.41161970596323,1.7075701760979363
convicted,2.413299764081252,1.7075701760979363
he is,2.4149733479708178,1.7075701760979363
set,2.416640507338281,1.7075701760979363
young,2.4183012913197452,1.7075701760979363
near,2.419955748489758,1.6989700043360187
social,2.4216039268698313,1.6989700043360187
that she,2.423245873936808,1.6989700043360187
between,2.424881636631067,1.6901960800285136
decision,2.4265112613645754,1.6901960800285136
during,2.428134794028789,1.6901960800285136
feel,2.429752280002408,1.6901960800285136
harvey,2.4313637641589874,1.6901960800285136
liam,2.432969290874406,1.6901960800285136
may,2.4345689040341987,1.6901960800285136
said i,2.436162647040756,1.6901960800285136
well,2.437750562820388,1.6901960800285136
with his,2.439332693830263,1.6901960800285136
after a,2.4409090820652177,1.6812412373755872
death,2.4424797690644486,1.6812412373755872
had a,2.444044795918076,1.6812412373755872
i have,2.4456042032735974,1.6812412373755872
jailed,2.4471580313422194,1.6812412373755872
pay,2.44870631990508,1.6812412373755872
the band,2.450249108319361,1.6812412373755872
under,2.45178643552429,1.6812412373755872
ve,2.4533183400470375,1.6812412373755872
ago,2.45484486000851,1.6720978579357175
edmonds,2.456366033129043,1.6720978579357175
eight,2.4578818967339924,1.6720978579357175
fans,2.459392487759231,1.6720978579357175
great,2.4608978427565478,1.6720978579357175
guilty,2.462397997898956,1.6720978579357175
mccartney,2.4638929889859074,1.6720978579357175
see,2.4653828514484184,1.6720978579357175
the nhs,2.4668676203541096,1.6720978579357175
again,2.4683473304121573,1.662757831681574
against,2.469822015978163,1.662757831681574
amor,2.4712917110589387,1.662757831681574
at a,2.4727564493172123,1.662757831681574
got,2.4742162640762553,1.662757831681574
head,2.4756711883244296,1.662757831681574
jailed for,2.4771212547196626,1.662757831681574
month,2.4785664955938436,1.662757831681574
never,2.4800069429571505,1.662757831681574
taken,2.481442628502305,1.662757831681574
would be,2.482873583608754,1.662757831681574
five,2.484299839346786,1.6532125137753437
given,2.48572142648158,1.6532125137753437
is a,2.4871383754771865,1.6532125137753437
much,2.4885507165004443,1.6532125137753437
said that,2.4899584794248346,1.6532125137753437
through,2.4913616938342726,1.6532125137753437
travel,2.4927603890268375,1.6532125137753437
used,2.494154594018443,1.6532125137753437
who was,2.4955443375464483,1.6532125137753437
former,2.496929648073215,1.6434526764861874
is the,2.4983105537896004,1.6434526764861874
of her,2.499687082618404,1.6434526764861874
sentence,2.5010592622177517,1.6434526764861874
another,2.5024271199844326,1.6334684555795864
beatles,2.503790683057181,1.6334684555795864
best,2.505149978319906,1.6334684555795864
cavern,2.506505032404872,1.6334684555795864
david,2.507855871695831,1.6334684555795864
his wife,2.509202522331103,1.6334684555795864
means,2.510545010206612,1.6334684555795864
over the,2.5118833609788744,1.6334684555795864
own,2.513217600067939,1.6334684555795864
ruling,2.514547752660286,1.6334684555795864
the first,2.515873843711679,1.6334684555795864
the year,2.5171958979499744,1.6334684555795864
thought,2.5185139398778875,1.6334684555795864
give,2.519827993775719,1.6232492903979006
mr hagland,2.5211380837040362,1.6232492903979006
the jury,2.5224442335063197,1.6232492903979006
think,2.5237464668115646,1.6232492903979006
won,2.525044807036845,1.6232492903979006
accused,2.526339277389844,1.6127838567197355
admitted,2.5276299008713385,1.6127838567197355
by a,2.5289167002776547,1.6127838567197355
father,2.530199698203082,1.6127838567197355
here,2.531478917042255,1.6127838567197355
including,2.5327543789924976,1.6127838567197355
justice,2.534026106056135,1.6127838567197355
michael,2.5352941200427703,1.6127838567197355
richard,2.53655844257153,1.6127838567197355
service,2.537819095073274,1.6127838567197355
sky,2.5390760987927767,1.6127838567197355
and her,2.5403294747908736,1.6020599913279623
commission,2.5415792439465807,1.6020599913279623
court heard,2.5428254269591797,1.6020599913279623
d,2.5440680443502757,1.6020599913279623
flat,2.545307116465824,1.6020599913279623
hit,2.546542663478131,1.6020599913279623
in his,2.5477747053878224,1.6020599913279623
last year,2.5490032620257876,1.6020599913279623
molly,2.550228353055094,1.6020599913279623
run,2.5514499979728753,1.6020599913279623
those,2.552668216112193,1.6020599913279623
work,2.5538830266438746,1.6020599913279623
appeared,2.5550944485783194,1.591064607026499
authority,2.5563025007672873,1.591064607026499
behaviour,2.5575072019056577,1.591064607026499
big,2.558708570533166,1.591064607026499
body,2.5599066250361124,1.591064607026499
boy,2.561101383649056,1.591064607026499
britain,2.5622928644564746,1.591064607026499
friends,2.5634810853944106,1.591064607026499
going to,2.5646660642520893,1.591064607026499
group,2.5658478186735176,1.591064607026499
high,2.56702636615906,1.591064607026499
lot,2.568201724066995,1.591064607026499
saw,2.569373909615046,1.591064607026499
services,2.5705429398818973,1.591064607026499
times,2.571708831808688,1.591064607026499
to her,2.5728716022004803,1.591064607026499
who had,2.574031267727719,1.591064607026499
woman,2.575187844927661,1.591064607026499
be a,2.576341350205793,1.5797835966168101
but the,2.5774917998372255,1.5797835966168101
casey,2.578639209968072,1.5797835966168101
don,2.57978359661681,1.5797835966168101
homes,2.5809249756756194,1.5797835966168101
i was,2.582063362911709,1.5797835966168101
injuries,2.583198773968623,1.5797835966168101
killing,2.584331224367531,1.5797835966168101
live,2.5854607295085006,1.5797835966168101
music,2.586587304671755,1.5797835966168101
north,2.5877109650189114,1.5797835966168101
officers,2.5888317255942073,1.5797835966168101
say,2.5899496013257077,1.5797835966168101
the baby,2.591064607026499,1.5797835966168101
all the,2.5921767573958667,1.568201724066995
around,2.593286067020457,1.568201724066995
asked,2.5943925503754266,1.568201724066995
did not,2.595496221825574,1.568201724066995
end,2.59659709562646,1.568201724066995
make,2.597695185925512,1.568201724066995
plays,2.598790506763115,1.568201724066995
school,2.5998830720736876,1.568201724066995
sir,2.6009728956867484,1.568201724066995
special,2.6020599913279625,1.568201724066995
was found,2.603144372620182,1.568201724066995
a lot,2.60422605308447,1.5563025007672873
album,2.6053050461411096,1.5563025007672873
arrested,2.606381365110605,1.5563025007672873
as he,2.6074550232146687,1.5563025007672873
bonehead,2.6085260335771943,1.5563025007672873
deal,2.60959440922522,1.5563025007672873
ian,2.61066016308988,1.5563025007672873
is not,2.611723308007342,1.5563025007672873
least,2.6127838567197355,1.5563025007672873
sales,2.6138418218760693,1.5563025007672873
the two,2.6148972160331345,1.5563025007672873
wanted,2.615950051656401,1.5563025007672873
agents,2.617000341120899,1.5440680443502757
couple,2.6180480967120925,1.5440680443502757
face,2.6190933306267428,1.5440680443502757
in london,2.6201360549737576,1.5440680443502757
itv,2.621176281775035,1.5440680443502757
know,2.622214022966295,1.5440680443502757
legal,2.6232492903979003,1.5440680443502757
love,2.6242820958356683,1.5440680443502757
many,2.625312450961674,1.5440680443502757
put,2.6263403673750423,1.5440680443502757
term,2.6273658565927325,1.5440680443502757
the most,2.6283889300503116,1.5440680443502757
the new,2.629409599102719,1.5440680443502757
these,2.630427875025024,1.5440680443502757
they were,2.6314437690131722,1.5440680443502757
together,2.6324572921847245,1.5440680443502757
weeks,2.6334684555795866,1.5440680443502757
working,2.6344772701607315,1.5440680443502757
years ago,2.635483746814912,1.5440680443502757
a week,2.6364878963533656,1.5314789170422551
a year,2.637489729512511,1.5314789170422551
assault,2.6384892569546374,1.5314789170422551
claimed,2.639486489268586,1.5314789170422551
decided,2.640481436970422,1.5314789170422551
described,2.6414741105040997,1.5314789170422551
good,2.6424645202421213,1.5314789170422551
have to,2.6434526764861874,1.5314789170422551
i ve,2.6444385894678386,1.5314789170422551
lived,2.645422269349092,1.5314789170422551
local,2.6464037262230695,1.5314789170422551
long term,2.6473829701146196,1.5314789170422551
part of,2.6483600109809315,1.5314789170422551
son,2.649334858712142,1.5314789170422551
spice,2.6503075231319366,1.5314789170422551
the film,2.651278013998144,1.5314789170422551
the judge,2.6522463410033232,1.5314789170422551
there was,2.6532125137753435,1.5314789170422551
want,2.6541765418779604,1.5314789170422551
was told,2.655138434811382,1.5314789170422551
with her,2.656098202012832,1.5314789170422551
your,2.6570558528571038,1.5314789170422551
and was,2.6580113966571126,1.5185139398778875
arrived,2.658964842664435,1.5185139398778875
at least,2.6599162000698504,1.5185139398778875
boys,2.660865478003869,1.5185139398778875
came,2.661812685537261,1.5185139398778875
company,2.662757831681574,1.5185139398778875
front,2.663700925389648,1.5185139398778875
help,2.6646419755561257,1.5185139398778875
husband,2.6655809910179533,1.5185139398778875
john,2.6665179805548807,1.5185139398778875
murders,2.667452952889954,1.5185139398778875
played,2.66838591669,1.5185139398778875
something,2.6693168805661123,1.5185139398778875
to get,2.670245853074124,1.5185139398778875
took,2.6711728427150834,1.5185139398778875
was jailed,2.6720978579357175,1.5185139398778875
about the,2.673020907128896,1.505149978319906
brother,2.673941998634088,1.505149978319906
charged,2.6748611407378116,1.505149978319906
earlier,2.6757783416740852,1.505149978319906
having,2.6766936096248664,1.505149978319906
hearing,2.677606952720493,1.505149978319906
liverpool,2.678518379040114,1.505149978319906
might,2.6794278966121188,1.505149978319906
party,2.680335513414563,1.505149978319906
programme,2.681241237375587,1.505149978319906
that it,2.682145076373832,1.505149978319906
this is,2.6830470382388496,1.505149978319906
to do,2.683947130751512,1.505149978319906
top,2.6848453616444123,1.505149978319906
until,2.6857417386022635,1.505149978319906
without,2.6866362692622934,1.505149978319906
am,2.6875289612146345,1.4913616938342726
axe,2.6884198220027105,1.4913616938342726
cleared,2.6893088591236203,1.4913616938342726
denied,2.690196080028514,1.4913616938342726
don t,2.6910814921229687,1.4913616938342726
evidence,2.69196510276736,1.4913616938342726
for life,2.69284691927723,1.4913616938342726
himself,2.693726948923647,1.4913616938342726
led,2.694605198933569,1.4913616938342726
our,2.6954816764901977,1.4913616938342726
roll,2.696356388733332,1.4913616938342726
same,2.6972293427597176,1.4913616938342726
sexual,2.6981005456233897,1.4913616938342726
television,2.6989700043360187,1.4913616938342726
the birth,2.699837725867246,1.4913616938342726
the same,2.7007037171450192,1.4913616938342726
the time,2.7015679850559273,1.4913616938342726
tickets,2.7024305364455254,1.4913616938342726
to pay,2.7032913781186614,1.4913616938342726
actor,2.7041505168397992,1.4771212547196624
anais,2.705007959333336,1.4771212547196624
and i,2.7058637122839193,1.4771212547196624
appeal,2.7067177823367587,1.4771212547196624
arthurs,2.7075701760979363,1.4771212547196624
attack,2.708420900134713,1.4771212547196624
before the,2.709269960975831,1.4771212547196624
began,2.7101173651118162,1.4771212547196624
believe,2.710963118995276,1.4771212547196624
business,2.711807229041191,1.4771212547196624
does,2.7126497016272113,1.4771212547196624
gillian,2.7134905430939424,1.4771212547196624
harry,2.714329759745233,1.4771212547196624
home in,2.7151673578484576,1.4771212547196624
into the,2.716003343634799,1.4771212547196624
lot of,2.7168377232995247,1.4771212547196624
movie,2.717670503002262,1.4771212547196624
must,2.718501688867274,1.4771212547196624
name,2.7193312869837265,1.4771212547196624
nothing,2.720159303405957,1.4771212547196624
once,2.7209857441537393,1.4771212547196624
out of,2.7218106152125467,1.4771212547196624
seen,2.722633922533812,1.4771212547196624
the cavern,2.7234556720351857,1.4771212547196624
the world,2.724275869600789,1.4771212547196624
walker,2.725094521081469,1.4771212547196624
west,2.7259116322950483,1.4771212547196624
amanda,2.7267272090265724,1.462397997898956
and had,2.727541257028556,1.462397997898956
and that,2.7283537820212285,1.462397997898956
blood,2.72916478969277,1.462397997898956
bond,2.7299742856995555,1.462397997898956
charges,2.7307822756663893,1.462397997898956
comedy,2.7315887651867388,1.462397997898956
connie,2.7323937598229686,1.462397997898956
films,2.7331972651065692,1.462397997898956
guilty of,2.733999286538387,1.462397997898956
had to,2.734799829588847,1.462397997898956
he added,2.73559889969818,1.462397997898956
history,2.7363965022766426,1.462397997898956
judgment,2.7371926427047373,1.462397997898956
law,2.737987326333431,1.462397997898956
magistrates,2.738780558484369,1.462397997898956
move,2.739572344450092,1.462397997898956
re,2.7403626894942437,1.462397997898956
said she,2.741151598851785,1.462397997898956
sarah,2.741939077729199,1.462397997898956
says,2.7427251313046983,1.462397997898956
second,2.74350976472843,1.462397997898956
stage,2.7442929831226763,1.462397997898956
the beatles,2.7450747915820575,1.462397997898956
the best,2.745855195173729,1.462397997898956
up to,2.7466341989375787,1.462397997898956
was not,2.747411807886423,1.462397997898956
was the,2.7481880270062002,1.462397997898956
a new,2.7489628612561616,1.4471580313422192
adams,2.749736315569061,1.4471580313422192
after being,2.7505083948513462,1.4471580313422192
and he,2.751279103983342,1.4471580313422192
became,2.7520484478194387,1.4471580313422192
black,2.7528164311882715,1.4471580313422192
but it,2.7535830588929064,1.4471580313422192
coronation,2.754348335711019,1.4471580313422192
coronation street,2.7551122663950713,1.4471580313422192
force,2.7558748556724915,1.4471580313422192
let,2.756636108245848,1.4471580313422192
mum,2.7573960287930244,1.4471580313422192
premiere,2.75815462196739,1.4471580313422192
qc,2.7589118923979736,1.4471580313422192
royal,2.7596678446896306,1.4471580313422192
the health,2.760422483423212,1.4471580313422192
tied,2.7611758131557314,1.4471580313422192
travel agents,2.761927838420529,1.4471580313422192
verdict,2.762678563727436,1.4471580313422192
who has,2.7634279935629373,1.4471580313422192
would have,2.7641761323903307,1.4471580313422192
airlines,2.7649229846498886,1.4313637641589874
and it,2.765668554759014,1.4313637641589874
city,2.7664128471123997,1.4313637641589874
convicted of,2.7671558660821804,1.4313637641589874
every,2.767897616018091,1.4313637641589874
few,2.7686381012476144,1.4313637641589874
french,2.7693773260761385,1.4313637641589874
have a,2.7701152947871015,1.4313637641589874
in her,2.7708520116421442,1.4313637641589874
it would,2.7715874808812555,1.4313637641589874
lives,2.77232170672292,1.4313637641589874
need,2.7730546933642626,1.4313637641589874
outside,2.7737864449811935,1.4313637641589874
place,2.7745169657285498,1.4313637641589874
should be,2.7752462597402365,1.4313637641589874
social services,2.775974331129369,1.4313637641589874
surrey,2.776701183988411,1.4313637641589874
the case,2.7774268223893115,1.4313637641589874
the child,2.7781512503836434,1.4313637641589874
the ruling,2.7788744720027396,1.4313637641589874
the trial,2.7795964912578244,1.4313637641589874
whose,2.780317312140151,1.4313637641589874
and then,2.7810369386211318,1.414973347970818
august,2.781755374652469,1.414973347970818
bodies,2.782472624166286,1.414973347970818
car,2.7831886910752575,1.414973347970818
coughlan,2.783903579272735,1.414973347970818
done,2.784617292632875,1.414973347970818
double,2.785329835010767,1.414973347970818
drama,2.786041210242554,1.414973347970818
each,2.7867514221455614,1.414973347970818
european,2.787460474518415,1.414973347970818
faces,2.788168371141168,1.414973347970818
fantastic,2.788875115775417,1.414973347970818
guitarist,2.7895807121644256,1.414973347970818
janice,2.7902851640332416,1.414973347970818
jonathan,2.790988475088816,1.414973347970818
looking,2.791690649020118,1.414973347970818
mr justice,2.792391689498254,1.414973347970818
named,2.79309160017658,1.414973347970818
patient,2.7937903846908188,1.414973347970818
play,2.7944880466591697,1.414973347970818
she s,2.795184589682424,1.414973347970818
taking,2.7958800173440754,1.414973347970818
the next,2.7965743332104296,1.414973347970818
to see,2.7972675408307164,1.414973347970818
who is,2.797959643737196,1.414973347970818
age,2.798650645445269,1.3979400086720377
bus,2.7993405494535817,1.3979400086720377
door,2.8000293592441343,1.3979400086720377
extremely,2.800717078282385,1.3979400086720377
from a,2.801403710017355,1.3979400086720377
gave,2.802089257881733,1.3979400086720377
general,2.8027737252919755,1.3979400086720377
happened,2.803457115648414,1.3979400086720377
him to,2.8041394323353503,1.3979400086720377
job,2.8048206787211623,1.3979400086720377
leave,2.8055008581584002,1.3979400086720377
lost,2.806179973983887,1.3979400086720377
miss harvey,2.8068580295188172,1.3979400086720377
morning,2.807535028068853,1.3979400086720377
murdered,2.808210972924222,1.3979400086720377
murdering,2.808885867359812,1.3979400086720377
nine,2.8095597146352675,1.3979400086720377
public,2.8102325179950842,1.3979400086720377
revealed,2.8109042806687006,1.3979400086720377
salmon,2.8115750058705933,1.3979400086720377
seven,2.812244696800369,1.3979400086720377
singer,2.8129133566428557,1.3979400086720377
sister,2.813580988568192,1.3979400086720377
south,2.81424759573192,1.3979400086720377
suffered,2.814913181275074,1.3979400086720377
viewers,2.815577748324267,1.3979400086720377
who plays,2.816241299991783,1.3979400086720377
although,2.8169038393756605,1.380211241711606
bailiffs,2.8175653695597807,1.380211241711606
blue,2.8182258936139557,1.380211241711606
but i,2.8188854145940097,1.380211241711606
century,2.8195439355418688,1.380211241711606
character,2.82020145948564,1.380211241711606
charge,2.8208579894397,1.380211241711606
comic,2.821513528404773,1.380211241711606
elderly,2.8221680793680175,1.380211241711606
everyone,2.8228216453031045,1.380211241711606
for her,2.823474229170301,1.380211241711606
he would,2.824125833916549,1.380211241711606
i would,2.824776462475546,1.380211241711606
kevin,2.8254261177678233,1.380211241711606
killings,2.8260748027008264,1.380211241711606
little,2.826722520168992,1.380211241711606
minutes,2.8273692730538253,1.380211241711606
number,2.828015064223977,1.380211241711606
of their,2.82865989653532,1.380211241711606
radio,2.829303772831025,1.380211241711606
struck,2.829946695941636,1.380211241711606
the decision,2.8305886686851442,1.380211241711606
the house,2.8312296938670634,1.380211241711606
the show,2.8318697742805017,1.380211241711606
to give,2.832508912706236,1.380211241711606
wanted to,2.833147111912785,1.380211241711606
were found,2.833784374656479,1.380211241711606
almost,2.8344207036815328,1.3617278360175928
back to,2.835056101720116,1.3617278360175928
bill,2.8356905714924254,1.3617278360175928
boyfriend,2.8363241157067516,1.3617278360175928
call,2.8369567370595505,1.3617278360175928
charged with,2.837588438235511,1.3617278360175928
close,2.8382192219076257,1.3617278360175928
club,2.838849090737255,1.3617278360175928
during the,2.8394780473741985,1.3617278360175928
early,2.840106094456758,1.3617278360175928
harm,2.8407332346118066,1.3617278360175928
he s,2.841359470454855,1.3617278360175928
her to,2.8419848045901137,1.3617278360175928
i am,2.842609239610562,1.3617278360175928
into a,2.8432327780980096,1.3617278360175928
